0.00	41.87	0.01	27.42	0.01	20.48	0.01	18.77	0.01	18.77	0.01	19.24	0.01	19.77	0.01	20.24	0.01	20.63	0.01	20.95	0.01	21.20	0.01	21.40	0.01	21.56	0.01	21.68	0.01	21.77	
100751.17	0.00	0.00	-0.00	-0.00	-0.00	-0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	-0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	-0.00	-0.00	-0.00	0.00	-0.00	0.00	-0.00	-0.00	-0.00	
0.00	223956.18	0.00	-0.00	0.00	-0.00	0.00	-0.00	0.00	0.00	-0.00	-0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	0.00	-0.00	-0.00	0.00	0.00	0.00	0.00	
0.00	0.00	364791.27	0.00	0.00	-0.00	-0.00	-0.00	0.00	0.00	0.00	0.00	-0.00	-0.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	0.00	-0.00	-0.00	-0.00	0.00	-0.00	0.00	0.00	0.00	
0.00	0.00	0.00	445762.12	0.00	-0.00	0.00	-0.00	-0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	-0.00	0.00	0.00	-0.00	-0.00	0.00	-0.00	-0.00	-0.00	0.00	0.00	-0.00	
0.00	0.00	0.00	0.00	481158.65	0.00	-0.00	-0.00	-0.00	0.00	0.00	0.00	-0.00	-0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	0.00	0.00	-0.00	-0.00	-0.00	-0.00	0.00	0.00	0.00	-0.00	
0.00	0.00	0.00	0.00	0.00	499987.14	0.00	-0.00	-0.00	-0.00	0.00	0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	-0.00	0.00	0.00	-0.00	-0.00	0.00	0.00	0.00	-0.00	0.00	0.00	-0.00	
0.00	0.00	0.00	0.00	0.00	0.00	511219.81	0.00	-0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	0.00	-0.00	-0.00	-0.00	-0.00	-0.00	0.00	0.00	-0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	518109.09	0.00	-0.00	0.00	0.00	0.00	-0.00	0.00	0.00	-0.00	0.00	-0.00	0.00	0.00	-0.00	-0.00	0.00	-0.00	0.00	0.00	0.00	0.00	-0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	522382.44	0.00	-0.00	0.00	0.00	-0.00	0.00	0.00	0.00	0.00	-0.00	0.00	0.00	0.00	-0.00	-0.00	-0.00	0.00	-0.00	0.00	-0.00	-0.00	
